"Enhancer","Pvalue","Coeff","Exp_Pvalue","Trials","bh"
"mm10_chr10.58950702.58951202",0.999153498519483,0.000500835270000965,0.495,1000,0.673693940984136
"mm10_chr10.58985869.58986369",0.721958081193318,0.165920633971585,0.279,1000,0.66156655002879
"mm10_chr10.58986692.58987192",0.979281735011868,0.0130925870120261,0.281,1000,0.66156655002879
"mm10_chr10.59105096.59105596",0.735311964366754,0.15047534062245,0.164,1000,0.66156655002879
"mm10_chr10.59114390.59114890",0.999783006201281,-9.21124914471357e-05,0.643,1000,0.767466298499009
"mm10_chr10.59114912.59115412",0.999080267730199,0.000392162093847782,0.605,1000,0.740190870164743
"mm10_chr10.59137764.59138264",0.845091681962298,-0.072920938370788,0.363,1000,0.66156655002879
"mm10_chr10.59138327.59138827",0.998058524448131,-0.000905337356815546,0.347,1000,0.66156655002879
"mm10_chr10.59140932.59141432",0.800105965101962,-0.11428682089859,0.098,1000,0.66156655002879
"mm10_chr10.59149788.59150288",0.867610751501596,0.0739098703165758,0.254,1000,0.66156655002879
"mm10_chr10.59503710.59504210",0.780517207065736,-0.144427263228607,0.41,1000,0.66156655002879
"mm10_chr10.59510680.59511180",0.844167401581772,-0.141401127113492,0.507,1000,0.679466253279275
"mm10_chr10.59533875.59534375",0.994886448491191,-0.00267883782724304,0.437,1000,0.66156655002879
"mm10_chr10.59537918.59538418",0.999981463522711,-1.08685496017904e-05,0.91,1000,0.952518083884387
"mm10_chr10.59538734.59539234",0.800297599664822,-0.0866855331625218,0.173,1000,0.66156655002879
"mm10_chr10.59539282.59539782",0.795652436507341,-0.107897839837761,0.415,1000,0.66156655002879
"mm10_chr10.59547444.59547944",0.99820631211926,0.0010788781676724,0.435,1000,0.66156655002879
"mm10_chr10.59563367.59563867",0.799829076756332,-0.182537557716009,0.289,1000,0.66156655002879
"mm10_chr10.59564513.59565013",0.682931450822568,-0.218241532423765,0.234,1000,0.66156655002879
"mm10_chr10.59593781.59594281",0.834341861271197,0.372249110166161,0.337,1000,0.66156655002879
"mm10_chr10.59792756.59793256",0.8178352585537,0.101726835171922,0.337,1000,0.66156655002879
"mm10_chr10.59930916.59931416",0.999739613968405,-8.12852185240637e-05,0.625,1000,0.754556522361872
"mm10_chr10.60027457.60027957",0.999978326671038,-1.17436510471281e-05,0.975,1000,0.989110877087408
"mm10_chr10.60028158.60028658",0.800390599730243,-0.107809115542921,0.419,1000,0.66156655002879
"mm10_chr10.60046658.60047158",0.997591579713573,-0.00113669270708181,0.346,1000,0.66156655002879
"mm10_chr10.60047197.60047697",0.666542169413211,-0.307833442779134,0.093,1000,0.66156655002879
"mm10_chr10.60063675.60064175",0.97323273804719,-0.0147083975521672,0.49,1000,0.671824651295189
"mm10_chr10.60080943.60081443",0.998543146667417,-0.000589231994420683,0.44,1000,0.66156655002879
"mm10_chr10.60081879.60082379",0.984064347356182,0.0103162331491069,0.362,1000,0.66156655002879
"mm10_chr10.60129882.60130382",0.960926865281489,0.0277165061673214,0.371,1000,0.66156655002879
"mm10_chr10.60131752.60132252",0.820113671605657,0.093768514525753,0.339,1000,0.66156655002879
"mm10_chr10.60132303.60132803",0.99959205555965,-0.000293944316155911,0.47,1000,0.665960075646144
"mm10_chr10.60133928.60134428",0.979150650125414,-0.0109015827202321,0.406,1000,0.66156655002879
"mm10_chr10.60245043.60245543",0.999611624962254,-0.000528368453109057,0.419,1000,0.66156655002879
"mm10_chr10.60913496.60913996",0.999443926311573,0.000255818048162874,0.726,1000,0.829756474576271
"mm10_chr10.60931812.60932312",0.767703959693059,-0.162706321596014,0.343,1000,0.66156655002879
"mm10_chr10.60932803.60933303",0.999967490484523,1.1568847652225e-05,0.966,1000,0.984959506456588
"mm10_chr10.60934281.60934781",0.732811217368235,-0.121073100384215,0.274,1000,0.66156655002879
"mm10_chr10.60957707.60958207",0.999715183872481,-0.000152805039896979,0.823,1000,0.898845777590619
"mm10_chr10.61001643.61002143",0.999411020950996,-0.000359862743311569,0.767,1000,0.86014209213371
"mm10_chr10.61019528.61020028",0.997926945411928,-0.000924738197139922,0.42,1000,0.66156655002879
"mm10_chr10.61036206.61036706",0.779151672586569,0.140633409374307,0.383,1000,0.66156655002879
"mm10_chr10.61052133.61052633",0.77959087208661,-0.159959200870094,0.529,1000,0.690238544891641
"mm10_chr10.61068432.61068932",0.726090631588185,-0.139756376212268,0.244,1000,0.66156655002879
"mm10_chr10.61199447.61199947",0.783270281086345,0.318949634757092,0.236,1000,0.66156655002879
"mm10_chr10.61497899.61498399",0.99921001865844,-0.00053925163520265,0.59,1000,0.729408917571135
"mm10_chr10.63153508.63154008",0.754094609033059,-0.113831509774586,0.334,1000,0.66156655002879
"mm10_chr10.63155940.63156440",0.829511492681278,-0.0754380076665045,0.412,1000,0.66156655002879
"mm10_chr10.63156914.63157414",0.998781311535171,-0.000876687310891548,0.297,1000,0.66156655002879
"mm10_chr10.63167545.63168045",0.999968544645781,-1.59573705987265e-05,0.954,1000,0.978702692834322
"mm10_chr10.63173976.63174476",0.99822016548972,0.000592226769873245,0.259,1000,0.66156655002879
"mm10_chr10.63177162.63177662",0.980706798128732,-0.00782506750229027,0.349,1000,0.66156655002879
"mm10_chr10.63607605.63608105",0.852735801448135,-0.099875963486665,0.317,1000,0.66156655002879
"mm10_chr10.63784828.63785328",0.788700943729261,-0.151419438511966,0.335,1000,0.66156655002879
"mm10_chr10.63855147.63855647",0.738835439498297,0.174979830245994,0.251,1000,0.66156655002879
"mm10_chr10.63880309.63880809",0.9604459503931,0.0207587934599982,0.419,1000,0.66156655002879
"mm10_chr10.63894575.63895075",0.998793928658774,0.000601334513064316,0.459,1000,0.662853642866321
"mm10_chr10.63900789.63901289",0.657791085818227,0.20457077724169,0.136,1000,0.66156655002879
"mm10_chr10.63949577.63950077",0.74356717834055,-0.194068401609495,0.329,1000,0.66156655002879
"mm10_chr10.63950866.63951366",0.999747735872808,5.68387770678379e-05,0.837,1000,0.907930377710572
"mm10_chr10.63954335.63954835",0.61592621710967,-0.230203295823361,0.0351,10000,0.66156655002879
"mm10_chr10.63978154.63978654",0.7724769398875,-0.0851730929150331,0.169,1000,0.66156655002879
"mm10_chr10.63978830.63979330",0.714774824526373,-0.226891945679375,0.185,1000,0.66156655002879
"mm10_chr10.63989989.63990489",0.999248912839963,0.00025762929699952,0.51,1000,0.681185279087272
"mm10_chr10.63994154.63994654",0.848192856736076,-0.0970799722028325,0.461,1000,0.663241988478771
"mm10_chr10.64001915.64002415",0.802434792404461,0.090177514158301,0.388,1000,0.66156655002879
"mm10_chr10.64013592.64014092",0.560769440962551,-0.769702400695375,0.125,1000,0.66156655002879
"mm10_chr10.64023291.64023791",0.999014951761963,0.000509220636750249,0.512,1000,0.682019359171902
"mm10_chr10.64039655.64040155",0.737898939111036,-0.126240792041591,0.328,1000,0.66156655002879
"mm10_chr10.64041212.64041712",0.949743279956561,-0.0237465060500593,0.298,1000,0.66156655002879
"mm10_chr10.64049047.64049547",0.801386717940368,-0.126065507636384,0.275,1000,0.66156655002879
"mm10_chr10.64057019.64057519",0.779509453803123,0.0858831344716234,0.161,1000,0.66156655002879
"mm10_chr10.64058144.64058644",0.999494773838798,-0.000148794627933568,0.579,1000,0.721951331360947
"mm10_chr10.64063668.64064168",0.782378083426639,-0.102626411472115,0.3,1000,0.66156655002879
"mm10_chr10.64181658.64182158",0.80391019636654,0.0839113388221871,0.387,1000,0.66156655002879
"mm10_chr10.64182588.64183088",0.999091591637484,-0.00029103936993398,0.574,1000,0.718667013257083
"mm10_chr10.64222917.64223417",0.999696582801697,-0.00016786560972762,0.773,1000,0.864254808330017
"mm10_chr10.64448582.64449082",0.999932157500686,2.61913187041973e-05,0.878,1000,0.934515515989519
"mm10_chr10.64718017.64718517",0.72752084880867,-0.124825234083856,0.394,1000,0.66156655002879
"mm10_chr10.65107397.65107897",0.729586989365418,-0.219607855566745,0.285,1000,0.66156655002879
"mm10_chr10.65125298.65125798",0.722271288053698,0.17194610665771,0.288,1000,0.66156655002879
"mm10_chr10.65214350.65214850",0.785269168294186,-0.144596714197041,0.287,1000,0.66156655002879
"mm10_chr10.65244437.65244937",0.999462449876693,0.000147157420274366,0.601,1000,0.737384133915575
"mm10_chr10.65362424.65362924",0.999729251578404,0.000187936789261219,0.675,1000,0.790630536737884
"mm10_chr10.65413461.65413961",0.789110156871821,-0.110661612323184,0.33,1000,0.66156655002879
"mm10_chr10.65769393.65769893",0.997421392986024,-0.0011973069066327,0.375,1000,0.66156655002879
"mm10_chr10.65838942.65839442",0.999102762503986,-0.000701746594013199,0.422,1000,0.66156655002879
"mm10_chr10.66322940.66323440",0.906601193177874,-0.0457222501973523,0.397,1000,0.66156655002879
"mm10_chr10.66480972.66481472",0.687624359025223,-0.159909215409746,0.196,1000,0.66156655002879
"mm10_chr10.66546567.66547067",0.968892535592562,0.010820291466338,0.301,1000,0.66156655002879
"mm10_chr10.66574793.66575293",0.999499471742461,9.14838712825397e-05,0.505,1000,0.678268732820778
"mm10_chr10.66590671.66591171",0.732480891161625,-0.133122815870363,0.264,1000,0.66156655002879
"mm10_chr10.66593276.66593776",0.844571154452759,-0.0606837219087734,0.352,1000,0.66156655002879
"mm10_chr10.66607076.66607576",0.999679558135255,0.000115268966494599,0.555,1000,0.705674850096165
"mm10_chr10.66734779.66735279",0.999237620473421,0.000370638036273632,0.483,1000,0.669303686654885
"mm10_chr10.66770602.66771102",0.771488304868257,0.105218072262327,0.385,1000,0.66156655002879
"mm10_chr10.66807520.66808020",0.998881361184176,0.000650202382661951,0.462,1000,0.663491587511181
"mm10_chr10.66812820.66813320",0.999843342577839,-5.62346782734738e-05,0.874,1000,0.931787636363636
"mm10_chr10.66814548.66815048",0.997937590282021,0.000868412772935408,0.485,1000,0.669845158118958
"mm10_chr10.66817258.66817758",0.678730294049449,-0.413560113685578,0.077,1000,0.66156655002879
"mm10_chr10.66817904.66818404",0.980290482095521,0.043355818047442,0.262,1000,0.66156655002879
"mm10_chr10.66819164.66819664",0.999876607644329,-5.54511020382912e-05,0.893,1000,0.943333897296112
"mm10_chr10.66819847.66820347",0.677738853074967,-0.142752895493654,0.053,1000,0.66156655002879
"mm10_chr10.66852689.66853189",0.879297804816118,0.0600027715699989,0.431,1000,0.66156655002879
"mm10_chr10.66853240.66853740",0.668448846381644,-0.174273618827647,0.195,1000,0.66156655002879
"mm10_chr10.66890205.66890705",0.999541209382848,-0.000175543816006807,0.825,1000,0.900009706853038
"mm10_chr10.66921298.66921798",0.836356774476934,0.0679470705241723,0.261,1000,0.66156655002879
"mm10_chr10.66928073.66928573",0.999906572612343,-5.77207454586781e-05,0.887,1000,0.939556770342444
"mm10_chr10.66931378.66931878",0.783560823554535,-0.142546562468309,0.297,1000,0.66156655002879
"mm10_chr10.66935539.66936039",0.817157373127233,0.0761773184530247,0.49,1000,0.671824651295189
"mm10_chr10.66950429.66950929",0.999557622779395,-0.000256016912053702,0.695,1000,0.805355375309321
"mm10_chr10.66959981.66960481",0.681996749026997,-0.201770623105115,0.0237,10000,0.66156655002879
"mm10_chr10.66966369.66966869",0.805195053278684,0.103595502358924,0.215,1000,0.66156655002879
"mm10_chr10.67000179.67000679",0.743506592416363,0.107516179462206,0.366,1000,0.66156655002879
"mm10_chr10.67002597.67003097",0.738984073169448,-0.138906507560501,0.255,1000,0.66156655002879
"mm10_chr10.67003235.67003735",0.772972481409584,0.242631520701763,0.454,1000,0.662754568626604
"mm10_chr10.67003991.67004491",0.999512385144893,0.000392589010457294,0.758,1000,0.853455601936884
"mm10_chr10.67004695.67005195",0.724898536430714,-0.192993357441725,0.242,1000,0.66156655002879
"mm10_chr10.67259273.67259773",0.72510755067015,-0.195859007225409,0.178,1000,0.66156655002879
"mm10_chr10.67314983.67315483",0.761054049783677,0.313451535990537,0.216,1000,0.66156655002879
"mm10_chr10.67372543.67373043",0.859936409851813,-0.0991372756133323,0.316,1000,0.66156655002879
"mm10_chr10.67377869.67378369",0.800992264149437,-0.101365390714362,0.273,1000,0.66156655002879
"mm10_chr10.67482136.67482636",0.894422779739733,0.0571382898342133,0.471,1000,0.666340886203424
"mm10_chr10.67492121.67492621",0.999754333841985,-0.000115738838720543,0.803,1000,0.885348201438849
"mm10_chr10.67598718.67599218",0.999918830665704,3.80958650967048e-05,0.915,1000,0.955734068589485
"mm10_chr10.67643601.67644101",0.755554584852758,-0.157404265286696,0.419,1000,0.66156655002879
"mm10_chr10.67671155.67671655",0.635429490620489,-0.29756110677279,0.0395,10000,0.66156655002879
"mm10_chr10.67702812.67703312",0.844401513300079,0.0804936520769001,0.379,1000,0.66156655002879
"mm10_chr10.67729275.67729775",0.773806565290743,0.343943537163267,0.4,1000,0.66156655002879
"mm10_chr10.67805119.67805619",0.999033072037778,-0.000365569817092303,0.356,1000,0.66156655002879
"mm10_chr10.67835901.67836401",0.998747414579539,-0.000603517620165545,0.574,1000,0.718667013257083
"mm10_chr10.67836451.67836951",0.779651522311996,-0.0878154404835361,0.374,1000,0.66156655002879
"mm10_chr10.67871730.67872230",0.893124624374541,0.0548934573587108,0.476,1000,0.667171731448763
"mm10_chr10.67939312.67939812",0.66521181546836,-0.35003845676216,0.137,1000,0.66156655002879
"mm10_chr10.68113024.68113524",0.998013068082305,0.000957429012829537,0.325,1000,0.66156655002879
"mm10_chr10.68165206.68165706",0.998611229688897,-0.00128636625030713,0.431,1000,0.66156655002879
"mm10_chr10.68165759.68166259",0.999814767097192,-0.000126424780802085,0.584,1000,0.725770143752304
"mm10_chr10.68168490.68168990",0.999578027388025,-0.000139737040294397,0.405,1000,0.66156655002879
"mm10_chr10.68182289.68182789",0.911940672546321,-0.0476882799968899,0.338,1000,0.66156655002879
"mm10_chr10.68191382.68191882",0.697374056400394,-0.239244718718145,0.153,1000,0.66156655002879
"mm10_chr10.68192911.68193411",0.999422765767353,-0.000246846964389726,0.427,1000,0.66156655002879
"mm10_chr10.68208309.68208809",0.781065733610972,-0.282616632696341,0.258,1000,0.66156655002879
"mm10_chr10.68219215.68219715",0.99982019575146,0.000217007755996321,0.716,1000,0.821781590413943
"mm10_chr10.68323996.68324496",0.635560318344828,0.205755569720924,0.181,1000,0.66156655002879
"mm10_chr10.68324765.68325265",0.759816359252589,-0.120013447127202,0.192,1000,0.66156655002879
"mm10_chr10.68464873.68465373",0.992316903939496,-0.0126472579492654,0.413,1000,0.66156655002879
"mm10_chr10.68606794.68607294",0.675056301717966,-0.117099977968623,0.234,1000,0.66156655002879
"mm10_chr10.68908218.68908718",0.994313279650029,-0.00167161634368436,0.402,1000,0.66156655002879
"mm10_chr10.69106688.69107188",0.826960628676879,-0.0677815564462874,0.219,1000,0.66156655002879
"mm10_chr10.69185814.69186314",0.828815141286626,-0.0735432550034546,0.38,1000,0.66156655002879
"mm10_chr10.69321156.69321656",0.812430171158843,0.142745011721744,0.299,1000,0.66156655002879
"mm10_chr10.69439471.69439971",0.995806147716481,0.00169083732767482,0.385,1000,0.66156655002879
"mm10_chr10.69465493.69465993",0.793518525917551,-0.207539359478249,0.383,1000,0.66156655002879
"mm10_chr10.69495740.69496240",0.819414007997081,0.106406983804143,0.309,1000,0.66156655002879
"mm10_chr10.69500138.69500638",0.673450546717528,-0.164080197550613,0.262,1000,0.66156655002879
"mm10_chr10.69556215.69556715",0.999864121603536,-3.57254436076141e-05,0.917,1000,0.956578447449027
"mm10_chr10.69565003.69565503",0.999746646157815,-0.000161496559968222,0.323,1000,0.66156655002879
"mm10_chr10.69569620.69570120",0.655112557159091,-0.195920105790013,0.174,1000,0.66156655002879
"mm10_chr10.69571369.69571869",0.848006000512691,0.0650232879833513,0.349,1000,0.66156655002879
"mm10_chr10.69572019.69572519",0.998571654859706,-0.000861769182092663,0.533,1000,0.692536436856912
"mm10_chr10.69576387.69576887",0.89997852715104,-0.050486840278606,0.282,1000,0.66156655002879
"mm10_chr10.69576895.69577395",0.768742702001112,-0.132201923608127,0.357,1000,0.66156655002879
"mm10_chr10.69579474.69579974",0.839890078032628,-0.097439105579757,0.44,1000,0.66156655002879
"mm10_chr10.69594330.69594830",0.719734636569344,-0.139625904976529,0.19,1000,0.66156655002879
"mm10_chr10.69611863.69612363",0.911302365312554,-0.0723076860808713,0.48,1000,0.668250061937402
"mm10_chr10.69617458.69617958",0.908706666528593,-0.0410939098240666,0.298,1000,0.66156655002879
"mm10_chr10.69630905.69631405",0.766701295123442,-0.133383763952206,0.299,1000,0.66156655002879
"mm10_chr10.69637484.69637984",0.783364970545421,-0.25023633464661,0.445,1000,0.66191101936844
"mm10_chr10.69650693.69651193",0.99958197081273,-0.000187601637489942,0.822,1000,0.898248266027095
"mm10_chr10.69654796.69655296",0.878301775135616,-0.0331976169544298,0.371,1000,0.66156655002879
"mm10_chr10.69656285.69656785",0.999976182240432,9.61248291177395e-06,0.984,1000,0.993428674092706
"mm10_chr10.69658265.69658765",0.999183112380344,-0.000489886266490765,0.663,1000,0.782035684298908
"mm10_chr10.69659777.69660277",0.985907658827169,0.0175911862566417,0.226,1000,0.66156655002879
"mm10_chr10.69662292.69662792",0.624262034561957,-0.306457125406871,0.111,1000,0.66156655002879
"mm10_chr10.69730272.69730772",0.999883771927206,-5.99842211014886e-05,0.936,1000,0.968755402750491
"mm10_chr10.69731287.69731787",0.999996487781938,-1.60496686610767e-06,0.99,1000,0.99715719663022
"mm10_chr10.69736029.69736529",0.812031388726061,-0.105155682254913,0.293,1000,0.66156655002879
"mm10_chr10.69741942.69742442",0.710019518873973,-0.148455126175639,0.267,1000,0.66156655002879
"mm10_chr10.69742470.69742970",0.786933584936141,-0.135141653331436,0.399,1000,0.66156655002879
"mm10_chr10.69744163.69744663",0.999099154576469,0.000312788317068454,0.552,1000,0.703691470054447
"mm10_chr10.69744713.69745213",0.760881000637906,-0.152285050162253,0.307,1000,0.66156655002879
"mm10_chr10.69746293.69746793",0.795914324676436,0.109207342801539,0.319,1000,0.66156655002879
"mm10_chr10.69746824.69747324",0.797608519658311,-0.0796201325693892,0.196,1000,0.66156655002879
"mm10_chr10.69749050.69749550",0.818138371514565,-0.109327189453957,0.241,1000,0.66156655002879
"mm10_chr10.69751359.69751859",0.791191410044372,-0.111047007739106,0.223,1000,0.66156655002879
"mm10_chr10.69752399.69752899",0.866363731380045,-0.0715546934143235,0.429,1000,0.66156655002879
"mm10_chr10.69753478.69753978",0.875250533655146,-0.122298473829762,0.372,1000,0.66156655002879
"mm10_chr10.69757179.69757679",0.797988911863944,-0.101890235584373,0.307,1000,0.66156655002879
"mm10_chr10.69810755.69811255",0.748267355711636,-0.120194827880964,0.416,1000,0.66156655002879
"mm10_chr10.69820579.69821079",0.626762953580754,0.279466878315151,0.29,1000,0.66156655002879
"mm10_chr10.69826301.69826801",0.998380226364399,-0.000739980146954669,0.407,1000,0.66156655002879
"mm10_chr10.69841511.69842011",0.999902602175648,-7.11675774354501e-05,0.847,1000,0.914687293808654
"mm10_chr10.69845674.69846174",0.795363968058927,-0.111888541178228,0.189,1000,0.66156655002879
"mm10_chr10.69854953.69855453",0.824024906404064,-0.0943609301941563,0.458,1000,0.662853642866321
"mm10_chr10.69859125.69859625",0.803777342567715,-0.129117411931245,0.334,1000,0.66156655002879
"mm10_chr10.69862788.69863288",0.998535328281883,-0.000757333288628931,0.596,1000,0.733813029506281
"mm10_chr10.69870291.69870791",0.999022942720339,0.000380629766751437,0.719,1000,0.824438987892804
"mm10_chr10.69872116.69872616",0.783934368999017,-0.0945770261423707,0.485,1000,0.669845158118958
"mm10_chr10.70287658.70288158",0.75980325236939,0.103131926971467,0.368,1000,0.66156655002879
"mm10_chr10.70296752.70297252",0.999934366446584,7.41305118633117e-05,0.822,1000,0.898248266027095
"mm10_chr10.70299720.70300220",0.999243830765571,-0.000329262688604589,0.552,1000,0.703691470054447
"mm10_chr10.70318595.70319095",0.823000674067643,-0.0777508064781446,0.326,1000,0.66156655002879
"mm10_chr10.70334561.70335061",0.999972450825021,-9.2860757213219e-06,0.832,1000,0.90468965072403
"mm10_chr10.70368722.70369222",0.738211914218546,0.198137473500246,0.314,1000,0.66156655002879
"mm10_chr10.70372641.70373141",0.999757435025539,6.52505409920549e-05,0.831,1000,0.903922957801007
"mm10_chr10.70374607.70375107",0.74158301056444,-0.154918546753041,0.194,1000,0.66156655002879
"mm10_chr10.70376893.70377393",0.99979802194273,-7.72387260834846e-05,0.824,1000,0.899442631442631
"mm10_chr10.70379932.70380432",0.952007359554404,-0.138435532928948,0.453,1000,0.662754568626604
"mm10_chr10.70389524.70390024",0.998586929755263,-0.000805905354672295,0.324,1000,0.66156655002879
"mm10_chr10.70395843.70396343",0.754581926634246,-0.142639143596345,0.261,1000,0.66156655002879
"mm10_chr10.70398167.70398667",0.758822842133197,-0.119738089935334,0.306,1000,0.66156655002879
"mm10_chr10.70417999.70418499",0.999783528784178,-0.000167850116387145,0.703,1000,0.811613066703191
"mm10_chr10.70419233.70419733",0.999959310411613,-8.11655975292683e-05,0.846,1000,0.914017239721857
"mm10_chr10.70472080.70472580",0.997158028319904,-0.00127103173998989,0.389,1000,0.66156655002879
"mm10_chr10.70499477.70499977",0.999504808348795,0.000251167955932269,0.531,1000,0.691483372600518
"mm10_chr10.70506405.70506905",0.999432686164675,0.000183120057930193,0.62,1000,0.751075021557919
"mm10_chr10.70516627.70517127",0.610707574484677,0.193297678314352,0.112,1000,0.66156655002879
"mm10_chr10.70519626.70520126",0.765716057172957,0.123270077355376,0.343,1000,0.66156655002879
"mm10_chr10.70520191.70520691",0.998689544542822,-0.000556932533144106,0.385,1000,0.66156655002879
"mm10_chr10.70521277.70521777",0.778323659413222,-0.102049808784994,0.35,1000,0.66156655002879
"mm10_chr10.70521790.70522290",0.99983310068573,0.000135175252738734,0.792,1000,0.878072802604321
"mm10_chr10.70529981.70530481",0.871135293725334,-0.0646425397023596,0.534,1000,0.693114567292886
"mm10_chr10.70540294.70540794",0.998572672334452,0.000788692957328912,0.545,1000,0.699795110061696
"mm10_chr10.70563553.70564053",0.771683765452082,0.122071256265633,0.303,1000,0.66156655002879
"mm10_chr10.70564638.70565138",0.999916371625473,-5.30708398987257e-05,0.544,1000,0.699176762093546
"mm10_chr10.70713219.70713719",0.733208662195762,-0.159052861630178,0.331,1000,0.66156655002879
"mm10_chr10.70733444.70733944",0.999963612508921,-1.67910890680023e-05,0.978,1000,0.990485356402631
"mm10_chr10.70739609.70740109",0.837102451918765,-0.0696399545732391,0.561,1000,0.710170308628069
"mm10_chr10.70750716.70751216",0.999664582585693,0.000197536115917824,0.656,1000,0.777150245959241
"mm10_chr10.70766383.70766883",0.79963931681595,0.0782447310940872,0.338,1000,0.66156655002879
"mm10_chr10.70799191.70799691",0.992440858641399,-0.00738649568894785,0.366,1000,0.66156655002879
"mm10_chr10.70799873.70800373",0.874545118171655,-0.0569241781332396,0.484,1000,0.669616085350841
"mm10_chr10.70800679.70801179",0.999875675728809,5.62964545296229e-05,0.716,1000,0.821781590413943
"mm10_chr10.70806696.70807196",0.639647671049122,-0.185667580012355,0.114,1000,0.66156655002879
"mm10_chr10.70814275.70814775",0.0915128503962333,17.3647765991009,0.008,10000,0.66156655002879
"mm10_chr10.70847320.70847820",0.999888477712723,-7.66302967060994e-05,0.843,1000,0.912091265002246
"mm10_chr10.70855909.70856409",0.839424782741813,-0.109722545190859,0.383,1000,0.66156655002879
"mm10_chr10.70860836.70861336",0.999567244689045,-0.000180663093965943,0.571,1000,0.716774116683421
"mm10_chr10.70872101.70872601",0.99185780240112,0.00518498761285138,0.432,1000,0.66156655002879
"mm10_chr10.70919220.70919720",0.765389224510505,-0.122410827496934,0.342,1000,0.66156655002879
"mm10_chr10.71007973.71008473",0.998521182273457,0.00053957974456274,0.359,1000,0.66156655002879
"mm10_chr10.71052453.71052953",0.731555703777841,-0.127339960034038,0.248,1000,0.66156655002879
"mm10_chr10.71209873.71210373",0.813766126926264,-0.0867057200372101,0.242,1000,0.66156655002879
"mm10_chr10.71856453.71856953",0.999193489794707,0.00104494679143816,0.39,1000,0.66156655002879
"mm10_chr10.72003273.72003773",0.691773567339053,-0.111250923805962,0.431,1000,0.66156655002879
"mm10_chr10.72025326.72025826",0.775950023805722,-0.116547089687737,0.355,1000,0.66156655002879
"mm10_chr10.72040098.72040598",0.999974023097733,-1.11720543093946e-05,0.976,1000,0.989708442359169
"mm10_chr10.72248838.72249338",0.634699545038089,-0.229612923836055,0.261,1000,0.66156655002879
"mm10_chr10.72613137.72613637",0.999289079425701,-0.000329482911537979,0.281,1000,0.66156655002879
"mm10_chr10.73119877.73120377",0.999984120026364,-7.55036196734804e-06,0.946,1000,0.974081847055949
"mm10_chr10.73154059.73154559",0.732950719824898,-0.475262423480949,0.398,1000,0.66156655002879
"mm10_chr10.73187921.73188421",0.999663819850287,-0.000488648216081683,0.607,1000,0.741642036600833
"mm10_chr10.73296557.73297057",0.997719469493181,-0.000958323890430008,0.424,1000,0.66156655002879
"mm10_chr10.73302133.73302633",0.999730083140541,0.000205546740345955,0.282,1000,0.66156655002879
"mm10_chr10.73313920.73314420",0.805664626512178,-0.0748469433163944,0.391,1000,0.66156655002879
"mm10_chr10.73333399.73333899",0.786243974266357,-0.0997284025332553,0.283,1000,0.66156655002879
"mm10_chr10.73412393.73412893",0.998999326168765,0.000435122410890298,0.544,1000,0.699176762093546
"mm10_chr10.73453340.73453840",0.996444506055126,-0.00111014599546705,0.42,1000,0.66156655002879
"mm10_chr10.73564171.73564671",0.99983965316316,4.62110641537891e-05,0.772,1000,0.863509007066317
"mm10_chr10.73782407.73782907",0.84424712664285,-0.0666637981463195,0.585,1000,0.726290090952609
"mm10_chr10.73782908.73783408",0.725819975581897,-0.114329909564828,0.163,1000,0.66156655002879
"mm10_chr10.74053021.74053521",0.790336774176145,0.0821040522287884,0.268,1000,0.66156655002879
"mm10_chr10.74116660.74117160",0.990021012975195,-0.00649073459208596,0.135,1000,0.66156655002879
"mm10_chr10.74467192.74467692",0.702793162271484,-0.274898856045456,0.156,1000,0.66156655002879
"mm10_chr10.75093369.75093869",0.80799910937623,-0.136356040308902,0.387,1000,0.66156655002879
"mm10_chr10.75095163.75095663",0.778576783936614,-0.104688529050976,0.162,1000,0.66156655002879
"mm10_chr10.75100770.75101270",0.699608399729069,-0.196860969351761,0.185,1000,0.66156655002879
"mm10_chr10.75104009.75104509",0.805083721747367,-0.113002253959702,0.369,1000,0.66156655002879
"mm10_chr10.75115143.75115643",0.705381462809996,-0.26193554612569,0.35,1000,0.66156655002879
"mm10_chr10.75120900.75121400",0.768730696459674,0.108924876382729,0.281,1000,0.66156655002879
"mm10_chr10.75374013.75374513",0.987519074171446,0.0152004588807566,0.294,1000,0.66156655002879
"mm10_chr10.75456301.75456801",0.769990417923129,-0.125591779859134,0.263,1000,0.66156655002879
"mm10_chr10.76316530.76317030",0.999892919886369,-5.05438513928893e-05,0.756,1000,0.852342283899014
"mm10_chr10.76317179.76317679",0.730493030938218,-0.144151146572493,0.378,1000,0.66156655002879
"mm10_chr10.76322551.76323051",0.999322039494014,-0.000298040765810873,0.645,1000,0.768846385009722
"mm10_chr10.76391091.76391591",0.703576599439697,0.148674775168631,0.143,1000,0.66156655002879
"mm10_chr10.76859711.76860211",0.746563465934653,0.608199781583216,0.318,1000,0.66156655002879
"mm10_chr10.76873886.76874386",0.73515881424304,0.161770681280631,0.35,1000,0.66156655002879
"mm10_chr10.77008285.77008785",0.999134026819903,0.000350098982826268,0.513,1000,0.682300118343195
"mm10_chr10.77206653.77207153",0.999788684257296,6.33527419094363e-05,0.749,1000,0.847368767196832
"mm10_chr10.77288768.77289268",0.999553575348808,-0.000171003281474087,0.788,1000,0.875048020552006
"mm10_chr10.77304798.77305298",0.804510549766108,-0.155177328548783,0.387,1000,0.66156655002879
